學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1074,南榮科技大學,810201,觀光系,D 日,B 四技,5,0,4,16,8,6,7,14,0,0,0,0,0,0,3,4,11 臺南市,2 技職
1074,南榮科技大學,810201,觀光科,D 日,5 五專,3,6,2,9,5,10,13,13,11,13,0,0,0,0,1,0,11 臺南市,2 技職
1074,南榮科技大學,810201,觀光系,N 修,B 四技,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1074,南榮科技大學,810201,觀光科,N 修,2 二專,5,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1074,南榮科技大學,810504,休閒運動管理系,D 日,B 四技,11,8,16,14,16,10,10,3,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1074,南榮科技大學,810801,美容造型設計系,D 日,B 四技,0,5,2,11,6,15,0,16,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1074,南榮科技大學,810801,美容造型設計系,N 修,B 四技,0,6,5,13,3,20,5,28,0,0,0,0,0,0,0,0,11 臺南市,2 技職
1075,文藻外語大學,140203,華語文教學研究所,D 日,M 碩士,0,7,0,17,2,8,2,9,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,140213,外語教學系,D 日,B 四技,25,75,21,85,19,84,18,89,0,0,0,0,0,0,4,15,50 高雄市,2 技職
1075,文藻外語大學,210611,創意藝術產業研究所,N 職,M 碩士,3,2,0,0,3,3,1,0,1,1,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,220204,應用華語文系,D 日,B 四技,22,80,16,92,17,88,14,87,0,0,0,0,0,0,6,25,50 高雄市,2 技職
1075,文藻外語大學,220305,外語文教事業發展研究所,D 日,M 碩士,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,220305,外語文教事業發展研究所,N 職,M 碩士,1,7,0,7,2,6,1,4,0,1,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,220307,英國語文系,D 日,M 碩士,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,220307,英國語文系,D 日,B 四技,29,120,33,125,21,113,26,130,0,0,0,0,0,0,8,26,50 高雄市,2 技職
1075,文藻外語大學,220307,英國語文系,D 日,C 二技,0,0,0,0,6,28,9,43,0,0,0,0,0,0,1,6,50 高雄市,2 技職
1075,文藻外語大學,220307,雙外語跨領域國際專業人才菁英班,D 日,C 二技,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,220307,英國語文科,D 日,5 五專,17,93,21,85,17,87,17,85,13,87,0,0,0,0,0,5,50 高雄市,2 技職
1075,文藻外語大學,220307,英國語文系,N 修,B 四技,52,108,41,91,25,98,35,98,0,0,0,0,0,0,15,42,50 高雄市,2 技職
1075,文藻外語大學,220307,英國語文系,N 修,C 二技,0,0,0,0,21,65,15,48,0,0,0,0,0,0,6,20,50 高雄市,2 技職
1075,文藻外語大學,220309,英文科_雙外語跨領域國際專業人才專班,D 日,C 二技,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,220309,英文科_雙外語跨領域國際專業人才專班,D 日,5 五專,0,0,6,43,8,38,10,18,5,37,0,0,0,0,0,3,50 高雄市,2 技職
1075,文藻外語大學,220314,法國語文系,D 日,B 四技,18,82,14,91,24,83,14,87,0,0,0,0,0,0,6,27,50 高雄市,2 技職
1075,文藻外語大學,220314,法國語文系,D 日,C 二技,0,0,0,0,4,5,2,13,0,0,0,0,0,0,0,1,50 高雄市,2 技職
1075,文藻外語大學,220314,法國語文科,D 日,5 五專,10,40,7,45,7,41,8,45,4,47,0,0,0,0,4,3,50 高雄市,2 技職
1075,文藻外語大學,220314,法國語文系,N 修,B 四技,13,34,6,27,3,12,3,14,0,0,0,0,0,0,3,6,50 高雄市,2 技職
1075,文藻外語大學,220315,德國語文系,D 日,B 四技,28,83,24,86,19,91,14,83,0,0,0,0,0,0,11,31,50 高雄市,2 技職
1075,文藻外語大學,220315,德國語文系,D 日,C 二技,0,0,0,0,1,13,2,15,0,0,0,0,0,0,0,4,50 高雄市,2 技職
1075,文藻外語大學,220315,德國語文科,D 日,5 五專,6,46,13,39,8,40,6,44,7,39,0,0,0,0,3,7,50 高雄市,2 技職
1075,文藻外語大學,220315,德國語文系,N 修,B 四技,17,29,8,16,8,13,7,18,0,0,0,0,0,0,2,5,50 高雄市,2 技職
1075,文藻外語大學,220318,西班牙語文系,D 日,B 四技,22,91,23,89,12,92,14,94,0,0,0,0,0,0,9,15,50 高雄市,2 技職
1075,文藻外語大學,220318,西班牙語文系,D 日,C 二技,0,0,0,0,0,11,2,6,0,0,0,0,0,0,0,3,50 高雄市,2 技職
1075,文藻外語大學,220318,西班牙語文科,D 日,5 五專,10,43,6,44,9,40,8,41,6,41,0,0,0,0,1,5,50 高雄市,2 技職
1075,文藻外語大學,220318,西班牙語文系,N 修,B 四技,16,33,7,21,4,24,8,19,0,0,0,0,0,0,3,6,50 高雄市,2 技職
1075,文藻外語大學,220320,日本語文系,D 日,B 四技,55,148,47,156,34,164,37,161,0,0,0,0,0,0,17,45,50 高雄市,2 技職
1075,文藻外語大學,220320,日本語文系,D 日,C 二技,0,0,0,0,6,16,3,22,0,0,0,0,0,0,1,4,50 高雄市,2 技職
1075,文藻外語大學,220320,日本語文科,D 日,5 五專,10,44,12,40,6,46,9,44,12,40,0,0,0,0,1,2,50 高雄市,2 技職
1075,文藻外語大學,220320,日本語文系,N 修,B 四技,40,72,19,66,26,47,26,60,0,0,0,0,0,0,11,55,50 高雄市,2 技職
1075,文藻外語大學,220501,翻譯系,D 日,B 四技,17,45,8,49,8,49,13,46,0,0,0,0,0,0,1,6,50 高雄市,2 技職
1075,文藻外語大學,220501,翻譯系,D 日,C 二技,0,0,0,0,2,14,1,19,0,0,0,0,0,0,0,4,50 高雄市,2 技職
1075,文藻外語大學,220503,多國語複譯研究所,D 日,M 碩士,5,12,5,9,2,7,2,3,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,310706,歐洲研究所,D 日,M 碩士,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,310901,國際事務碩士學位學程,D 日,M 碩士,4,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,310901,國際事務系,D 日,B 四技,11,42,13,39,10,32,7,40,0,0,0,0,0,0,1,9,50 高雄市,2 技職
1075,文藻外語大學,310904,國際事業暨文化交流研究所,D 日,M 碩士,2,4,2,8,0,3,0,1,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,310904,國際事業暨文化交流研究所,N 職,M 碩士,2,5,0,8,0,2,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,320104,傳播藝術系,D 日,B 四技,31,73,28,84,14,97,22,73,0,0,0,0,0,0,13,23,50 高雄市,2 技職
1075,文藻外語大學,340307,國際企業管理系,D 日,B 四技,18,42,16,35,10,41,24,30,0,0,0,0,0,0,2,3,50 高雄市,2 技職
1075,文藻外語大學,340307,國際企業管理系,N 修,B 四技,27,26,20,23,18,25,17,24,0,0,0,0,0,0,9,22,50 高雄市,2 技職
1075,文藻外語大學,340403,國際商務英語學士學位學程,N 修,B 四技,14,28,7,7,3,12,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1075,文藻外語大學,480528,數位內容應用與管理系,D 日,B 四技,32,53,27,55,26,47,28,56,0,0,0,0,0,0,8,11,50 高雄市,2 技職
1075,文藻外語大學,810248,國際觀光與會展學士學位學程,N 修,B 四技,11,31,5,28,3,19,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
1076,華夏科技大學,230203,數位媒體設計系,D 日,B 四技,67,44,83,70,61,62,52,62,0,0,0,0,0,0,5,4,01 新北市,2 技職
1076,華夏科技大學,230203,數位媒體設計系,N 修,B 四技,14,11,9,6,7,10,16,10,0,0,0,0,0,0,3,0,01 新北市,2 技職
1076,華夏科技大學,230401,室內設計系,D 日,B 四技,26,30,48,34,38,36,33,38,0,0,0,0,0,0,2,2,01 新北市,2 技職
1076,華夏科技大學,230401,室內設計系,N 修,B 四技,10,16,11,5,11,10,4,2,0,0,0,0,0,0,1,0,01 新北市,2 技職
1076,華夏科技大學,230401,室內設計系,N 修,C 二技,0,0,0,0,22,8,21,6,0,0,0,0,0,0,1,0,01 新北市,2 技職
1076,華夏科技大學,230401,室內設計科,N 修,2 二專,11,9,7,5,0,0,0,0,0,0,0,0,0,0,3,0,01 新北市,2 技職
1076,華夏科技大學,340301,企業管理系,D 日,B 四技,25,22,28,36,48,32,42,39,0,0,0,0,0,0,12,3,01 新北市,2 技職
1076,華夏科技大學,340301,企業管理系,N 修,B 四技,21,8,27,15,25,16,16,28,0,0,0,0,0,0,7,0,01 新北市,2 技職
1076,華夏科技大學,340301,企業管理科,N 修,2 二專,2,3,39,20,0,0,0,0,0,0,0,0,0,0,4,0,01 新北市,2 技職
1076,華夏科技大學,349911,資產與物業管理系,D 日,M 碩士,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,349911,資產與物業管理系,D 日,B 四技,16,12,20,6,15,9,19,26,0,0,0,0,0,0,2,2,01 新北市,2 技職
1076,華夏科技大學,349911,資產與物業管理系,N 職,M 碩士,8,4,6,3,3,0,3,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理系,D 日,B 四技,28,7,56,10,27,16,24,12,0,0,0,0,0,0,8,1,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理系,D 日,C 二技,0,0,0,0,12,6,21,9,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理科,D 日,5 五專,35,4,36,5,36,13,33,16,29,18,0,0,0,0,4,1,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理系,N 職,M 碩士,8,5,11,2,6,3,1,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理系,N 修,B 四技,14,8,8,6,24,9,10,7,0,0,0,0,0,0,2,0,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理系,N 修,C 二技,0,0,0,0,20,5,15,5,0,0,0,0,0,0,1,1,01 新北市,2 技職
1076,華夏科技大學,480109,資訊管理科,N 修,2 二專,7,11,12,8,0,0,0,0,0,0,0,0,0,0,1,0,01 新北市,2 技職
1076,華夏科技大學,520101,電機工程系,D 日,B 四技,38,1,50,1,36,0,25,1,0,0,0,0,0,0,2,0,01 新北市,2 技職
1076,華夏科技大學,520101,電機工程系,D 日,C 二技,0,0,0,0,22,0,14,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,520101,電機工程科,D 日,5 五專,52,2,49,0,43,3,48,1,40,1,0,0,0,0,2,0,01 新北市,2 技職
1076,華夏科技大學,520101,電機工程系,N 修,B 四技,12,1,16,1,18,2,21,1,0,0,0,0,0,0,6,0,01 新北市,2 技職
1076,華夏科技大學,520101,電機工程科,N 修,2 二專,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,520103,電子工程系,D 日,B 四技,19,2,55,2,44,1,34,1,0,0,0,0,0,0,3,0,01 新北市,2 技職
1076,華夏科技大學,520103,電子工程系,N 修,C 二技,0,0,0,0,16,2,9,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,520114,資訊工程系,D 日,B 四技,34,0,57,0,83,2,58,2,0,0,0,0,0,0,16,0,01 新北市,2 技職
1076,華夏科技大學,520114,資訊工程系,N 修,B 四技,16,1,14,0,16,0,14,2,0,0,0,0,0,0,8,0,01 新北市,2 技職
1076,華夏科技大學,520201,機械工程系,D 日,B 四技,74,3,72,3,86,3,75,7,0,0,0,0,0,0,7,2,01 新北市,2 技職
1076,華夏科技大學,520201,機械工程科,D 日,5 五專,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,520201,機械工程系,N 修,B 四技,14,3,25,0,19,0,28,0,0,0,0,0,0,0,5,0,01 新北市,2 技職
1076,華夏科技大學,520201,機械工程系,N 修,C 二技,0,0,0,0,13,1,4,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,529926,智慧型機器人研究所,D 日,M 碩士,16,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,580101,建築系,D 日,B 四技,32,19,33,9,27,12,41,14,0,0,0,0,0,0,10,1,01 新北市,2 技職
1076,華夏科技大學,580101,建築科,D 日,5 五專,35,9,32,11,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,580101,建築系,N 修,B 四技,16,6,10,8,18,5,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1076,華夏科技大學,810802,化妝品應用系,D 日,B 四技,7,105,7,105,9,82,7,78,0,0,0,0,0,0,4,10,01 新北市,2 技職
1076,華夏科技大學,810802,化妝品應用系,N 修,B 四技,4,23,2,20,3,28,1,22,0,0,0,0,0,0,1,7,01 新北市,2 技職
1076,華夏科技大學,810802,化妝品應用科,N 修,2 二專,2,33,3,42,0,0,0,0,0,0,0,0,0,0,3,5,01 新北市,2 技職
1077,慈濟科技大學,340802,行銷與流通管理系,D 日,B 四技,17,31,20,25,11,30,11,22,0,0,0,0,0,0,3,2,15 花蓮縣,2 技職
1077,慈濟科技大學,340901,醫務管理系,D 日,B 四技,20,71,17,53,19,67,15,67,0,0,0,0,0,0,5,6,15 花蓮縣,2 技職
1077,慈濟科技大學,480102,資訊科技與管理系,D 日,B 四技,55,12,51,17,65,14,55,20,0,0,0,0,0,0,16,2,15 花蓮縣,2 技職
1077,慈濟科技大學,720601,護理系,D 日,B 四技,29,75,17,35,8,43,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1077,慈濟科技大學,720601,護理系,D 日,C 二技,0,0,0,0,8,139,7,123,0,0,0,0,0,0,0,2,15 花蓮縣,2 技職
1077,慈濟科技大學,720601,護理科,D 日,5 五專,34,229,32,217,29,212,26,210,22,218,0,0,0,0,5,30,15 花蓮縣,2 技職
1077,慈濟科技大學,720601,護理系,N 修,C 二技,0,0,0,0,4,58,1,41,0,0,0,0,0,0,1,18,15 花蓮縣,2 技職
1077,慈濟科技大學,720704,放射醫學科學研究所,D 日,M 碩士,6,2,7,1,6,5,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
1077,慈濟科技大學,720712,醫學影像暨放射科學系,D 日,B 四技,46,6,41,4,47,6,29,9,0,0,0,0,0,0,13,4,15 花蓮縣,2 技職
1078,致理科技大學,220312,應用英語系,D 日,B 四技,50,102,30,120,23,124,24,119,0,0,0,0,0,0,5,7,01 新北市,2 技職
1078,致理科技大學,220312,應用英語科,D 日,5 五專,17,90,9,102,16,92,15,87,3,49,0,0,0,0,0,3,01 新北市,2 技職
1078,致理科技大學,220312,應用英語系,N 修,B 四技,13,38,12,41,15,34,13,36,0,0,0,0,0,0,2,13,01 新北市,2 技職
1078,致理科技大學,220321,應用日語系,D 日,B 四技,27,80,24,78,12,85,22,76,0,0,0,0,0,0,9,16,01 新北市,2 技職
1078,致理科技大學,220321,應用日語系,N 修,B 四技,17,34,14,28,10,31,17,33,0,0,0,0,0,0,4,10,01 新北市,2 技職
1078,致理科技大學,230203,多媒體設計系,D 日,B 四技,32,80,33,81,37,56,26,65,0,0,0,0,0,0,2,13,01 新北市,2 技職
1078,致理科技大學,230203,多媒體設計系,D 日,C 二技,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,230203,多媒體設計系,N 修,B 四技,16,39,12,45,12,38,13,27,0,0,0,0,0,0,4,5,01 新北市,2 技職
1078,致理科技大學,340201,會計資訊系,D 日,B 四技,33,130,41,119,34,119,47,108,0,0,0,0,0,0,10,22,01 新北市,2 技職
1078,致理科技大學,340201,會計資訊系,D 日,C 二技,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340201,會計資訊科,D 日,5 五專,18,39,8,49,12,41,10,41,5,42,0,0,0,0,1,1,01 新北市,2 技職
1078,致理科技大學,340201,會計資訊系,N 修,B 四技,7,34,10,16,11,34,8,39,0,0,0,0,0,0,5,4,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系服務業經營管理碩士班,D 日,M 碩士,5,6,1,4,1,3,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系,D 日,B 四技,45,114,46,119,39,120,45,110,0,0,0,0,0,0,18,9,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系,D 日,C 二技,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340301,企業管理科,D 日,5 五專,13,42,19,36,12,42,4,48,27,69,0,0,0,0,3,9,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系服務業經營管理碩士在職專班,N 職,M 碩士,4,13,3,9,0,2,0,1,2,3,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系,N 修,B 四技,39,78,42,68,32,84,20,56,0,0,0,0,0,0,9,7,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系_雙軌訓練旗艦計畫,N 修,B 四技,20,14,25,24,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340301,企業管理系,N 修,C 二技,0,0,0,0,12,35,10,28,0,0,0,0,0,0,5,3,01 新北市,2 技職
1078,致理科技大學,340401,國際貿易系,D 日,M 碩士,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340401,國際貿易系,D 日,B 四技,23,131,26,141,26,129,35,122,0,0,0,0,0,0,6,16,01 新北市,2 技職
1078,致理科技大學,340401,國際貿易系,D 日,C 二技,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,340401,國際貿易科,D 日,5 五專,12,44,13,40,11,41,9,47,8,45,0,0,0,0,2,4,01 新北市,2 技職
1078,致理科技大學,340401,國際貿易系,N 修,B 四技,15,35,19,34,25,47,22,59,0,0,0,0,0,0,14,23,01 新北市,2 技職
1078,致理科技大學,340401,國際貿易系,N 修,C 二技,0,0,0,0,22,37,9,22,0,0,0,0,0,0,3,5,01 新北市,2 技職
1078,致理科技大學,340501,財務金融系,D 日,B 四技,47,118,53,119,37,129,44,116,0,0,0,0,0,0,8,7,01 新北市,2 技職
1078,致理科技大學,340501,財務金融系,D 日,C 二技,0,0,0,0,7,51,8,45,0,0,0,0,0,0,1,3,01 新北市,2 技職
1078,致理科技大學,340501,財務金融科,D 日,5 五專,11,52,11,46,10,41,9,44,13,41,0,0,0,0,5,3,01 新北市,2 技職
1078,致理科技大學,340501,財務金融系,N 修,B 四技,34,63,37,63,33,75,44,62,0,0,0,0,0,0,6,4,01 新北市,2 技職
1078,致理科技大學,340501,財務金融系,N 修,C 二技,0,0,0,0,15,31,6,23,0,0,0,0,0,0,2,1,01 新北市,2 技職
1078,致理科技大學,340605,保險金融管理系,D 日,B 四技,0,0,0,0,8,35,14,41,0,0,0,0,0,0,6,10,01 新北市,2 技職
1078,致理科技大學,340605,保險金融管理系,N 修,B 四技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,01 新北市,2 技職
1078,致理科技大學,340802,行銷與流通管理系,D 日,B 四技,22,89,37,81,21,94,19,91,0,0,0,0,0,0,7,9,01 新北市,2 技職
1078,致理科技大學,340802,行銷與流通管理系,D 日,C 二技,0,0,0,0,11,45,10,46,0,0,0,0,0,0,0,4,01 新北市,2 技職
1078,致理科技大學,340802,行銷與流通管理系_雙軌訓練旗艦計畫,D 日,C 二技,0,0,0,0,0,0,47,56,0,0,0,0,0,0,3,1,01 新北市,2 技職
1078,致理科技大學,340802,行銷與流通管理系_雙軌訓練旗艦計畫,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,01 新北市,2 技職
1078,致理科技大學,340802,行銷與流通管理系,N 修,B 四技,47,84,46,71,36,79,36,69,0,0,0,0,0,0,8,2,01 新北市,2 技職
1078,致理科技大學,340802,行銷與流通管理系_雙軌訓練旗艦計畫,N 修,B 四技,13,21,16,11,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,349901,商務科技管理系,D 日,B 四技,50,63,69,44,53,56,56,50,0,0,0,0,0,0,16,5,01 新北市,2 技職
1078,致理科技大學,349901,商務科技管理系,D 日,C 二技,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,349901,商務科技管理系,N 修,B 四技,0,0,0,0,7,19,16,17,0,0,0,0,0,0,3,4,01 新北市,2 技職
1078,致理科技大學,480109,資訊管理系,D 日,B 四技,125,41,108,44,111,42,103,52,0,0,0,0,0,0,16,7,01 新北市,2 技職
1078,致理科技大學,480109,資訊管理系_雙軌訓練旗艦計畫,D 日,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,01 新北市,2 技職
1078,致理科技大學,480109,資訊管理系_雙軌訓練旗艦計畫,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,01 新北市,2 技職
1078,致理科技大學,480109,資訊管理系,N 修,B 四技,18,31,25,19,26,28,22,31,0,0,0,0,0,0,6,0,01 新北市,2 技職
1078,致理科技大學,480109,資訊管理系_雙軌訓練旗艦計畫,N 修,B 四技,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,480201,資訊網路技術系,N 修,B 四技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,01 新北市,2 技職
1078,致理科技大學,810210,休閒遊憩管理系,D 日,B 四技,17,84,20,84,21,77,17,78,0,0,0,0,0,0,7,6,01 新北市,2 技職
1078,致理科技大學,810210,休閒遊憩管理系,D 日,C 二技,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,810210,休閒遊憩管理系,N 修,B 四技,13,45,15,42,18,39,15,33,0,0,0,0,0,0,0,0,01 新北市,2 技職
1078,致理科技大學,819977,休閒旅遊管理實務_產學攜手專班,D 日,B 四技,18,21,8,27,10,26,6,37,0,0,0,0,0,0,1,0,01 新北市,2 技職
1079,康寧大學,210610,數位影視動畫科,D 日,5 五專,42,51,34,55,28,52,29,43,30,46,0,0,0,0,1,11,30 臺北市,2 技職
1079,康寧大學,220303,應用外語學系,D 日,M 碩士,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,220303,應用外語學系－應用日語組,D 日,B 學士,18,14,22,24,22,23,22,31,0,0,0,0,0,0,5,2,30 臺北市,1 一般
1079,康寧大學,220303,應用外語科,D 日,5 五專,11,45,9,40,8,42,14,33,7,36,0,0,0,0,1,1,30 臺北市,2 技職
1079,康寧大學,220303,應用外語學系,N 職,M 碩士,0,1,0,2,0,6,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,220303,應用外語學系,P 進,B 學士,4,3,9,8,9,6,6,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,230117,時尚造型設計學系,D 日,B 學士,0,0,1,2,1,6,2,11,0,0,0,0,0,0,3,0,30 臺北市,1 一般
1079,康寧大學,230117,時尚造型設計學系,P 進,B 學士,0,0,6,24,4,15,4,16,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,320105,資訊傳播學系,D 日,M 碩士,5,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,320105,資訊傳播學系,D 日,B 學士,4,2,10,3,31,18,14,9,0,0,0,0,0,0,1,1,30 臺北市,1 一般
1079,康寧大學,320105,資訊傳播學系,N 職,M 碩士,10,9,3,8,1,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,320105,資訊傳播學系,P 進,B 學士,4,0,5,0,1,1,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,340301,企業管理學系,D 日,M 碩士,8,15,5,6,2,2,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,340301,企業管理學系,D 日,B 學士,8,2,13,9,15,30,23,31,0,0,0,0,0,0,4,3,30 臺北市,1 一般
1079,康寧大學,340301,企業管理科,D 日,5 五專,17,38,11,45,16,39,18,53,16,64,0,0,0,0,0,2,30 臺北市,2 技職
1079,康寧大學,340301,企業管理學系,N 職,M 碩士,20,30,9,14,13,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,340301,企業管理學系,P 進,B 學士,52,8,29,2,14,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,480109,資訊管理科,D 日,5 五專,53,40,50,35,45,29,38,42,32,48,0,0,0,0,0,0,30 臺北市,2 技職
1079,康寧大學,480517,數位應用學系,D 日,M 碩士,2,12,2,3,2,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,480517,數位應用學系,D 日,B 學士,4,2,11,5,17,6,20,4,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,720601,護理科,D 日,5 五專,11,199,11,194,16,185,17,184,12,184,0,0,0,0,3,10,30 臺北市,2 技職
1079,康寧大學,720609,健康照護管理學系,D 日,B 學士,3,16,13,21,9,52,14,29,0,0,0,0,0,0,3,5,30 臺北市,1 一般
1079,康寧大學,720609,健康照護管理學系,P 進,B 學士,17,5,11,5,5,3,8,4,0,0,0,0,0,0,2,0,30 臺北市,1 一般
1079,康寧大學,720713,視光科,D 日,5 五專,12,39,15,34,10,41,8,27,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1079,康寧大學,720713,視光科,N 修,2 二專,33,19,11,11,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1079,康寧大學,760215,高齡社會健康管理科,D 日,2 二專,5,14,5,13,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
1079,康寧大學,760215,高齡社會健康管理科,N 修,2 二專,6,23,10,16,0,0,0,0,0,0,0,0,0,0,0,1,30 臺北市,2 技職
1079,康寧大學,760401,嬰幼兒保育學系,D 日,B 學士,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,760401,嬰幼兒保育科,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30 臺北市,2 技職
1079,康寧大學,760401,嬰幼兒保育科,D 日,5 五專,5,89,2,91,1,49,1,45,1,45,0,0,0,0,0,2,30 臺北市,2 技職
1079,康寧大學,760401,嬰幼兒保育科,N 修,2 二專,6,107,1,91,0,0,0,0,0,0,0,0,0,0,0,3,30 臺北市,2 技職
1079,康寧大學,810103,餐飲管理學系,D 日,M 碩士,3,12,3,2,2,2,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
1079,康寧大學,810103,餐飲管理學系,D 日,B 學士,6,3,14,9,30,25,21,13,0,0,0,0,0,0,5,6,30 臺北市,1 一般
